repeat,patient_id,split,stratum
5,NA19437,train,AFR__F
5,NA19030,train,AFR__F
5,HG03410,train,AFR__F
5,HG03567,train,AFR__F
5,NA20355,train,AFR__F
5,NA19109,train,AFR__F
5,HG03085,train,AFR__F
5,NA19240,train,AFR__F
5,NA20282,train,AFR__F
5,NA20339,train,AFR__F
5,NA20276,train,AFR__F
5,NA19439,train,AFR__F
5,NA19225,train,AFR__F
5,HG01960,train,AFR__F
5,HG02280,train,AFR__F
5,NA18858,train,AFR__F
5,HG03126,train,AFR__F
5,NA19137,train,AFR__F
5,HG03272,train,AFR__F
5,HG02477,train,AFR__F
5,HG03297,train,AFR__F
5,HG01916,train,AFR__F
5,NA19215,train,AFR__F
5,HG03583,train,AFR__F
5,HG03419,train,AFR__F
5,NA19456,train,AFR__F
5,NA19202,train,AFR__F
5,HG02052,train,AFR__F
5,HG02419,train,AFR__F
5,NA19320,train,AFR__F
5,HG03111,train,AFR__F
5,HG03342,train,AFR__F
5,HG02861,train,AFR__F
5,HG02555,train,AFR__F
5,HG02760,train,AFR__F
5,NA19190,train,AFR__F
5,HG02952,train,AFR__F
5,NA19037,train,AFR__F
5,HG03279,train,AFR__F
5,NA18499,train,AFR__F
5,HG02891,train,AFR__F
5,HG03312,train,AFR__F
5,NA19431,train,AFR__F
5,HG02680,train,AFR__F
5,HG01959,train,AFR__F
5,NA19206,train,AFR__F
5,HG03132,train,AFR__F
5,NA19438,train,AFR__F
5,NA19094,train,AFR__F
5,HG03470,train,AFR__F
5,NA19923,train,AFR__F
5,HG03401,train,AFR__F
5,HG01896,train,AFR__F
5,NA19445,train,AFR__F
5,HG02546,train,AFR__F
5,HG02722,train,AFR__F
5,HG02871,train,AFR__F
5,HG02770,train,AFR__F
5,HG03372,train,AFR__F
5,HG03125,train,AFR__F
5,NA18912,train,AFR__F
5,NA19462,train,AFR__F
5,HG02574,train,AFR__F
5,HG02886,train,AFR__F
5,HG02646,train,AFR__F
5,HG03517,train,AFR__F
5,HG01883,train,AFR__F
5,NA19351,train,AFR__F
5,HG03241,train,AFR__F
5,HG02318,train,AFR__F
5,HG02841,train,AFR__F
5,NA19185,train,AFR__F
5,HG03461,train,AFR__F
5,NA20294,train,AFR__F
5,NA19122,train,AFR__F
5,NA18873,train,AFR__F
5,NA19463,train,AFR__F
5,HG03305,train,AFR__F
5,NA19328,train,AFR__F
5,NA19355,train,AFR__F
5,NA19377,train,AFR__F
5,NA19238,train,AFR__F
5,NA19625,train,AFR__F
5,NA19036,train,AFR__F
5,NA20320,train,AFR__F
5,NA19472,train,AFR__F
5,HG03300,train,AFR__F
5,HG03116,train,AFR__F
5,HG02339,val,AFR__F
5,NA18855,val,AFR__F
5,NA19235,val,AFR__F
5,NA19909,val,AFR__F
5,HG02562,val,AFR__F
5,HG02624,val,AFR__F
5,NA18924,val,AFR__F
5,NA18861,val,AFR__F
5,HG02337,val,AFR__F
5,NA19404,val,AFR__F
5,NA18930,val,AFR__F
5,NA19704,val,AFR__F
5,HG02855,val,AFR__F
5,HG03310,val,AFR__F
5,HG02882,val,AFR__F
5,NA19457,val,AFR__F
5,NA18909,val,AFR__F
5,HG02703,val,AFR__F
5,HG02943,val,AFR__F
5,HG03047,val,AFR__F
5,NA19914,val,AFR__F
5,HG03058,val,AFR__F
5,NA19323,val,AFR__F
5,NA18876,val,AFR__F
5,HG02808,val,AFR__F
5,HG03294,val,AFR__F
5,HG02964,val,AFR__F
5,HG03105,val,AFR__F
5,HG03034,val,AFR__F
5,NA18852,val,AFR__F
5,HG03354,val,AFR__F
5,HG03247,val,AFR__F
5,HG03291,val,AFR__F
5,HG03351,val,AFR__F
5,HG03028,val,AFR__F
5,NA19023,val,AFR__F
5,HG02799,val,AFR__F
5,NA18489,val,AFR__F
5,HG02621,val,AFR__F
5,HG02757,val,AFR__F
5,HG03516,val,AFR__F
5,HG03046,val,AFR__F
5,HG02763,val,AFR__F
5,NA18505,val,AFR__F
5,HG03162,val,AFR__F
5,NA19399,val,AFR__F
5,HG02309,val,AFR__F
5,NA19143,val,AFR__F
5,NA19148,val,AFR__F
5,NA20127,val,AFR__F
5,HG02897,val,AFR__F
5,HG03164,val,AFR__F
5,NA20332,val,AFR__F
5,HG02577,val,AFR__F
5,HG02974,val,AFR__F
5,HG03578,val,AFR__F
5,NA18511,val,AFR__F
5,NA19149,val,AFR__F
5,NA18864,val,AFR__F
5,NA19467,val,AFR__F
5,NA18502,val,AFR__F
5,HG02622,val,AFR__F
5,HG03212,val,AFR__F
5,NA19093,val,AFR__F
5,HG02511,val,AFR__F
5,NA19316,test,AFR__F
5,HG03121,test,AFR__F
5,NA18523,test,AFR__F
5,HG02677,test,AFR__F
5,NA19131,test,AFR__F
5,NA19159,test,AFR__F
5,NA19713,test,AFR__F
5,NA19403,test,AFR__F
5,NA19712,test,AFR__F
5,NA19440,test,AFR__F
5,NA19095,test,AFR__F
5,HG02537,test,AFR__F
5,HG03303,test,AFR__F
5,HG02769,test,AFR__F
5,HG02643,test,AFR__F
5,NA20359,test,AFR__F
5,HG03446,test,AFR__F
5,HG01880,test,AFR__F
5,HG02571,test,AFR__F
5,HG02586,test,AFR__F
5,HG03026,test,AFR__F
5,HG03369,test,AFR__F
5,HG02508,test,AFR__F
5,HG01956,test,AFR__F
5,HG02945,test,AFR__F
5,HG02870,test,AFR__F
5,NA19391,test,AFR__F
5,HG03540,test,AFR__F
5,NA18878,test,AFR__F
5,HG03123,test,AFR__F
5,HG02257,test,AFR__F
5,HG02889,test,AFR__F
5,NA19902,test,AFR__F
5,HG03306,test,AFR__F
5,HG02811,test,AFR__F
5,HG02427,test,AFR__F
5,NA18517,test,AFR__F
5,HG03079,test,AFR__F
5,HG02614,test,AFR__F
5,NA19108,test,AFR__F
5,HG01958,test,AFR__F
5,HG02862,test,AFR__F
5,HG02595,test,AFR__F
5,NA19237,test,AFR__F
5,NA19819,test,AFR__F
5,NA20299,test,AFR__F
5,HG02502,test,AFR__F
5,HG03522,test,AFR__F
5,HG03117,test,AFR__F
5,NA19474,test,AFR__F
5,HG02840,test,AFR__F
5,NA19100,test,AFR__F
5,HG03159,test,AFR__F
5,NA20334,test,AFR__F
5,HG02144,test,AFR__F
5,NA19468,test,AFR__F
5,NA19321,test,AFR__F
5,HG03520,test,AFR__F
5,HG02580,test,AFR__F
5,HG03041,test,AFR__F
5,HG03309,test,AFR__F
5,NA19209,test,AFR__F
5,NA18488,test,AFR__F
5,HG03200,test,AFR__F
5,HG03088,test,AFR__F
5,HG02587,test,AFR__F
6,NA20524,train,EUR__M
6,NA20521,train,EUR__M
6,HG01606,train,EUR__M
6,NA10845,train,EUR__M
6,NA12891,train,EUR__M
6,HG01630,train,EUR__M
6,HG01761,train,EUR__M
6,HG00114,train,EUR__M
6,HG01536,train,EUR__M
6,HG00358,train,EUR__M
6,NA20509,train,EUR__M
6,HG00277,train,EUR__M
6,HG00187,train,EUR__M
6,NA12146,train,EUR__M
6,HG01627,train,EUR__M
6,HG00148,train,EUR__M
6,HG01777,train,EUR__M
6,NA11881,train,EUR__M
6,HG00242,train,EUR__M
6,NA20539,train,EUR__M
6,NA11891,train,EUR__M
6,HG01682,train,EUR__M
6,NA20581,train,EUR__M
6,HG00186,train,EUR__M
6,NA10856,train,EUR__M
6,HG00271,train,EUR__M
6,NA20752,train,EUR__M
6,HG00096,train,EUR__M
6,NA07051,train,EUR__M
6,NA12342,train,EUR__M
6,HG00115,train,EUR__M
6,NA06993,train,EUR__M
6,HG01678,train,EUR__M
6,HG01767,train,EUR__M
6,NA11839,train,EUR__M
6,NA20787,train,EUR__M
6,NA07435,train,EUR__M
6,HG00183,train,EUR__M
6,HG01629,train,EUR__M
6,NA20532,train,EUR__M
6,HG01781,train,EUR__M
6,HG01698,train,EUR__M
6,HG00256,train,EUR__M
6,HG02234,train,EUR__M
6,HG00246,train,EUR__M
6,HG01699,train,EUR__M
6,NA12155,train,EUR__M
6,NA20520,train,EUR__M
6,NA20511,train,EUR__M
6,HG01696,train,EUR__M
6,NA20798,train,EUR__M
6,HG01601,train,EUR__M
6,HG00151,train,EUR__M
6,HG00188,train,EUR__M
6,HG00273,train,EUR__M
6,HG01530,train,EUR__M
6,NA20528,train,EUR__M
6,HG00185,train,EUR__M
6,NA20538,train,EUR__M
6,HG00369,train,EUR__M
6,HG00126,train,EUR__M
6,NA20765,train,EUR__M
6,NA20515,train,EUR__M
6,NA12766,train,EUR__M
6,NA20588,train,EUR__M
6,NA12045,train,EUR__M
6,NA20801,train,EUR__M
6,NA12340,train,EUR__M
6,HG00280,train,EUR__M
6,NA20778,train,EUR__M
6,NA12005,train,EUR__M
6,NA20525,train,EUR__M
6,HG00117,train,EUR__M
6,HG01780,train,EUR__M
6,NA10851,train,EUR__M
6,NA20815,train,EUR__M
6,HG01783,train,EUR__M
6,NA12707,train,EUR__M
6,HG00112,train,EUR__M
6,HG01610,train,EUR__M
6,HG01527,train,EUR__M
6,NA12248,train,EUR__M
6,HG00382,train,EUR__M
6,NA10835,train,EUR__M
6,HG01529,train,EUR__M
6,NA12752,train,EUR__M
6,NA12801,train,EUR__M
6,HG00107,train,EUR__M
6,NA12739,train,EUR__M
6,NA12827,train,EUR__M
6,HG01686,train,EUR__M
6,HG00321,train,EUR__M
6,HG00142,train,EUR__M
6,NA11843,train,EUR__M
6,NA20806,train,EUR__M
6,HG01771,train,EUR__M
6,NA20810,train,EUR__M
6,HG00145,train,EUR__M
6,HG01334,train,EUR__M
6,NA20544,train,EUR__M
6,HG01608,train,EUR__M
6,NA06994,train,EUR__M
6,HG01619,train,EUR__M
6,NA07029,train,EUR__M
6,NA06984,train,EUR__M
6,NA10842,train,EUR__M
6,NA20513,train,EUR__M
6,HG01709,train,EUR__M
6,HG01672,train,EUR__M
6,NA10838,train,EUR__M
6,HG00372,train,EUR__M
6,NA12874,train,EUR__M
6,HG01774,train,EUR__M
6,NA20763,train,EUR__M
6,HG00267,train,EUR__M
6,HG02219,train,EUR__M
6,NA20519,train,EUR__M
6,NA11917,train,EUR__M
6,NA20809,train,EUR__M
6,NA11992,train,EUR__M
6,NA07357,train,EUR__M
6,NA20811,train,EUR__M
6,NA20767,train,EUR__M
6,HG00138,train,EUR__M
6,HG00234,train,EUR__M
6,HG00190,train,EUR__M
6,NA20762,train,EUR__M
6,HG00101,train,EUR__M
6,NA20812,train,EUR__M
6,HG00105,train,EUR__M
6,NA20755,train,EUR__M
6,HG01633,train,EUR__M
6,NA12775,train,EUR__M
6,HG00189,train,EUR__M
6,HG01789,train,EUR__M
6,HG01621,train,EUR__M
6,HG01700,train,EUR__M
6,NA12286,train,EUR__M
6,HG00345,train,EUR__M
6,NA12003,train,EUR__M
6,NA12282,train,EUR__M
6,NA20534,train,EUR__M
6,HG00260,train,EUR__M
6,NA12716,train,EUR__M
6,HG00119,train,EUR__M
6,HG01791,train,EUR__M
6,HG01756,train,EUR__M
6,HG00141,train,EUR__M
6,HG00252,train,EUR__M
6,HG00351,train,EUR__M
6,HG01747,train,EUR__M
6,NA20770,train,EUR__M
6,HG01526,train,EUR__M
6,HG00371,train,EUR__M
6,HG00129,train,EUR__M
6,HG01503,train,EUR__M
6,NA12872,train,EUR__M
6,NA12842,train,EUR__M
6,HG01778,train,EUR__M
6,NA12889,train,EUR__M
6,HG00310,train,EUR__M
6,NA12864,train,EUR__M
6,HG01617,train,EUR__M
6,HG01518,train,EUR__M
6,HG02231,train,EUR__M
6,HG01708,train,EUR__M
6,HG00338,train,EUR__M
6,NA10846,train,EUR__M
6,HG00336,train,EUR__M
6,HG00341,train,EUR__M
6,HG01785,train,EUR__M
6,NA20803,train,EUR__M
6,NA20518,train,EUR__M
6,HG00140,train,EUR__M
6,NA12144,train,EUR__M
6,NA12750,train,EUR__M
6,NA12777,train,EUR__M
6,HG00109,train,EUR__M
6,HG00251,train,EUR__M
6,HG00360,train,EUR__M
6,HG01505,train,EUR__M
6,NA12274,train,EUR__M
6,NA10857,train,EUR__M
6,HG00131,train,EUR__M
6,HG00325,train,EUR__M
6,NA07048,train,EUR__M
6,HG00116,train,EUR__M
6,HG00159,train,EUR__M
6,HG01701,train,EUR__M
6,HG00155,train,EUR__M
6,HG01631,train,EUR__M
6,HG00108,train,EUR__M
6,NA12817,train,EUR__M
6,HG01500,train,EUR__M
6,HG00181,train,EUR__M
6,NA12812,train,EUR__M
6,NA11919,train,EUR__M
6,HG00284,train,EUR__M
6,HG00113,train,EUR__M
6,HG01671,train,EUR__M
6,NA20796,train,EUR__M
6,NA20516,train,EUR__M
6,NA12413,train,EUR__M
6,NA20759,train,EUR__M
6,HG02224,train,EUR__M
6,HG01523,train,EUR__M
6,HG02233,train,EUR__M
6,HG00157,train,EUR__M
6,NA12154,train,EUR__M
6,HG01667,train,EUR__M
6,HG01609,train,EUR__M
6,HG01703,train,EUR__M
6,HG02238,train,EUR__M
6,HG01506,val,EUR__M
6,NA20792,val,EUR__M
6,HG01675,val,EUR__M
6,NA12264,val,EUR__M
6,NA20758,val,EUR__M
6,NA12814,val,EUR__M
6,NA12272,val,EUR__M
6,NA10830,val,EUR__M
6,NA20827,val,EUR__M
6,NA07034,val,EUR__M
6,NA12347,val,EUR__M
6,HG01775,val,EUR__M
6,NA12335,val,EUR__M
6,HG01508,val,EUR__M
6,NA12762,val,EUR__M
6,HG00265,val,EUR__M
6,HG01615,val,EUR__M
6,HG01674,val,EUR__M
6,NA11829,val,EUR__M
6,NA20785,val,EUR__M
6,HG01705,val,EUR__M
6,NA11994,val,EUR__M
6,HG00308,val,EUR__M
6,NA07347,val,EUR__M
6,NA12877,val,EUR__M
6,HG00311,val,EUR__M
6,HG00366,val,EUR__M
6,NA20510,val,EUR__M
6,HG00329,val,EUR__M
6,HG00143,val,EUR__M
6,NA12748,val,EUR__M
6,HG00244,val,EUR__M
6,HG00278,val,EUR__M
6,NA12043,val,EUR__M
6,NA20543,val,EUR__M
6,NA12760,val,EUR__M
6,HG00103,val,EUR__M
6,HG01694,val,EUR__M
6,NA20586,val,EUR__M
6,HG01683,val,EUR__M
6,HG01669,val,EUR__M
6,NA12829,val,EUR__M
6,HG00136,val,EUR__M
6,HG00290,val,EUR__M
6,HG00182,val,EUR__M
6,NA11831,test,EUR__M
6,HG01680,test,EUR__M
6,NA12546,test,EUR__M
6,NA06995,test,EUR__M
6,HG00335,test,EUR__M
6,NA11893,test,EUR__M
6,HG01502,test,EUR__M
6,HG00160,test,EUR__M
6,NA11932,test,EUR__M
6,NA07022,test,EUR__M
6,HG01521,test,EUR__M
6,HG00375,test,EUR__M
6,HG01625,test,EUR__M
6,HG00243,test,EUR__M
6,HG02221,test,EUR__M
6,HG01624,test,EUR__M
6,NA20527,test,EUR__M
6,NA07349,test,EUR__M
6,HG01509,test,EUR__M
6,HG01748,test,EUR__M
6,NA11930,test,EUR__M
6,NA10837,test,EUR__M
6,HG02236,test,EUR__M
6,NA10865,test,EUR__M
6,HG01524,test,EUR__M
6,NA20536,test,EUR__M
6,HG00264,test,EUR__M
6,HG01611,test,EUR__M
6,HG01512,test,EUR__M
6,HG00149,test,EUR__M
6,HG00139,test,EUR__M
6,HG01532,test,EUR__M
6,NA20512,test,EUR__M
6,HG01603,test,EUR__M
6,NA20754,test,EUR__M
6,HG01765,test,EUR__M
6,NA06986,test,EUR__M
6,NA20783,test,EUR__M
6,NA12399,test,EUR__M
6,NA12056,test,EUR__M
6,NA12344,test,EUR__M
6,NA20805,test,EUR__M
6,NA12485,test,EUR__M
6,HG01515,test,EUR__M
6,NA10860,test,EUR__M
6,HG00342,test,EUR__M
6,NA20814,test,EUR__M
6,NA20529,train,EUR__F
6,HG00158,train,EUR__F
6,HG01538,train,EUR__F
6,HG00127,train,EUR__F
6,NA12156,train,EUR__F
6,NA20753,train,EUR__F
6,HG00349,train,EUR__F
6,NA12828,train,EUR__F
6,HG00350,train,EUR__F
6,HG01782,train,EUR__F
6,NA07019,train,EUR__F
6,HG01632,train,EUR__F
6,HG01763,train,EUR__F
6,NA20757,train,EUR__F
6,HG01517,train,EUR__F
6,NA10855,train,EUR__F
6,HG00262,train,EUR__F
6,NA20800,train,EUR__F
6,NA12873,train,EUR__F
6,HG00237,train,EUR__F
6,NA11882,train,EUR__F
6,HG00154,train,EUR__F
6,NA10847,train,EUR__F
6,NA10864,train,EUR__F
6,HG00257,train,EUR__F
6,NA12275,train,EUR__F
6,HG00258,train,EUR__F
6,NA20828,train,EUR__F
6,HG01790,train,EUR__F
6,HG02229,train,EUR__F
6,HG00118,train,EUR__F
6,NA20530,train,EUR__F
6,HG01702,train,EUR__F
6,NA10836,train,EUR__F
6,HG01687,train,EUR__F
6,NA20535,train,EUR__F
6,NA11832,train,EUR__F
6,NA20506,train,EUR__F
6,HG00102,train,EUR__F
6,NA12778,train,EUR__F
6,HG00357,train,EUR__F
6,HG02230,train,EUR__F
6,HG01628,train,EUR__F
6,HG00177,train,EUR__F
6,HG01684,train,EUR__F
6,HG00272,train,EUR__F
6,HG00384,train,EUR__F
6,NA12386,train,EUR__F
6,HG01710,train,EUR__F
6,HG01519,train,EUR__F
6,HG00344,train,EUR__F
6,HG01668,train,EUR__F
6,NA20790,train,EUR__F
6,HG00381,train,EUR__F
6,HG00245,train,EUR__F
6,HG01695,train,EUR__F
6,HG01711,train,EUR__F
6,NA20542,train,EUR__F
6,HG00111,train,EUR__F
6,HG01697,train,EUR__F
6,HG01613,train,EUR__F
6,HG02239,train,EUR__F
6,NA12006,train,EUR__F
6,HG00097,train,EUR__F
6,NA12892,train,EUR__F
6,NA12343,train,EUR__F
6,HG01511,train,EUR__F
6,NA20799,train,EUR__F
6,HG00137,train,EUR__F
6,NA07348,train,EUR__F
6,NA06985,train,EUR__F
6,HG01706,train,EUR__F
6,HG00315,train,EUR__F
6,NA20582,train,EUR__F
6,NA10861,train,EUR__F
6,NA12878,train,EUR__F
6,HG00233,train,EUR__F
6,NA20771,train,EUR__F
6,HG01531,train,EUR__F
6,HG00378,train,EUR__F
6,HG00383,train,EUR__F
6,HG00125,train,EUR__F
6,HG01618,train,EUR__F
6,HG00285,train,EUR__F
6,NA20502,train,EUR__F
6,NA12802,train,EUR__F
6,NA12717,train,EUR__F
6,NA07031,train,EUR__F
6,HG00146,train,EUR__F
6,NA07000,train,EUR__F
6,HG01501,train,EUR__F
6,HG00319,train,EUR__F
6,HG00331,train,EUR__F
6,HG00306,train,EUR__F
6,HG01773,train,EUR__F
6,HG00365,train,EUR__F
6,NA12761,train,EUR__F
6,HG00171,train,EUR__F
6,NA20540,train,EUR__F
6,HG00254,train,EUR__F
6,HG01525,train,EUR__F
6,NA06989,train,EUR__F
6,HG01612,train,EUR__F
6,NA20541,train,EUR__F
6,HG00110,train,EUR__F
6,HG01779,train,EUR__F
6,HG00288,train,EUR__F
6,HG00355,train,EUR__F
6,NA20804,train,EUR__F
6,NA20760,train,EUR__F
6,NA12776,train,EUR__F
6,NA12832,train,EUR__F
6,HG00376,train,EUR__F
6,HG00261,train,EUR__F
6,HG00239,train,EUR__F
6,NA20772,train,EUR__F
6,HG02240,train,EUR__F
6,NA12145,train,EUR__F
6,HG01766,train,EUR__F
6,NA20768,train,EUR__F
6,NA20821,train,EUR__F
6,HG00364,train,EUR__F
6,NA12865,train,EUR__F
6,HG01786,train,EUR__F
6,HG01510,train,EUR__F
6,HG01616,train,EUR__F
6,NA07055,train,EUR__F
6,HG00122,train,EUR__F
6,HG01520,train,EUR__F
6,HG00276,train,EUR__F
6,HG00238,train,EUR__F
6,NA10843,train,EUR__F
6,HG00337,train,EUR__F
6,NA20756,train,EUR__F
6,HG00281,train,EUR__F
6,HG00250,train,EUR__F
6,NA12753,train,EUR__F
6,HG00343,train,EUR__F
6,NA20504,train,EUR__F
6,NA11894,train,EUR__F
6,NA12767,train,EUR__F
6,HG01704,train,EUR__F
6,HG00346,train,EUR__F
6,HG00240,train,EUR__F
6,HG00313,train,EUR__F
6,NA12830,train,EUR__F
6,NA20761,train,EUR__F
6,NA20795,train,EUR__F
6,HG00150,train,EUR__F
6,HG00339,train,EUR__F
6,HG00361,train,EUR__F
6,HG00324,train,EUR__F
6,NA12273,train,EUR__F
6,NA20585,train,EUR__F
6,NA12058,train,EUR__F
6,HG00128,train,EUR__F
6,NA20503,train,EUR__F
6,HG01768,train,EUR__F
6,HG01746,train,EUR__F
6,NA20819,train,EUR__F
6,HG00368,train,EUR__F
6,HG01776,train,EUR__F
6,HG00255,train,EUR__F
6,NA12236,train,EUR__F
6,HG00099,train,EUR__F
6,HG01607,train,EUR__F
6,HG00275,train,EUR__F
6,NA12875,train,EUR__F
6,HG00180,train,EUR__F
6,HG00309,train,EUR__F
6,NA20822,train,EUR__F
6,HG01513,train,EUR__F
6,NA12740,train,EUR__F
6,HG02215,train,EUR__F
6,HG01707,train,EUR__F
6,NA12044,train,EUR__F
6,HG00173,train,EUR__F
6,HG00174,train,EUR__F
6,HG00282,train,EUR__F
6,HG00274,train,EUR__F
6,NA11995,train,EUR__F
6,HG00318,train,EUR__F
6,NA12400,train,EUR__F
6,HG01784,train,EUR__F
6,NA11993,train,EUR__F
6,HG01537,train,EUR__F
6,HG02235,train,EUR__F
6,HG00367,train,EUR__F
6,HG00353,train,EUR__F
6,NA10854,train,EUR__F
6,NA12818,train,EUR__F
6,HG01757,train,EUR__F
6,NA20832,train,EUR__F
6,HG00231,train,EUR__F
6,HG00320,train,EUR__F
6,HG01623,train,EUR__F
6,NA12004,train,EUR__F
6,HG01679,train,EUR__F
6,HG01516,train,EUR__F
6,NA20773,train,EUR__F
6,NA20589,train,EUR__F
6,NA20808,train,EUR__F
6,HG01604,train,EUR__F
6,NA20813,train,EUR__F
6,HG01670,train,EUR__F
6,HG00362,train,EUR__F
6,HG01626,train,EUR__F
6,NA11840,train,EUR__F
6,HG00356,train,EUR__F
6,HG01622,train,EUR__F
6,NA10831,train,EUR__F
6,HG00176,train,EUR__F
6,HG01614,train,EUR__F
6,NA06991,train,EUR__F
6,HG01676,train,EUR__F
6,NA11830,train,EUR__F
6,NA12815,train,EUR__F
6,NA12489,train,EUR__F
6,NA20826,train,EUR__F
6,HG00332,train,EUR__F
6,HG00269,train,EUR__F
6,NA20508,train,EUR__F
6,NA12414,train,EUR__F
6,NA20774,train,EUR__F
6,HG00232,train,EUR__F
6,NA20514,train,EUR__F
6,NA07045,train,EUR__F
6,HG00380,train,EUR__F
6,HG01681,train,EUR__F
6,HG01602,val,EUR__F
6,NA12329,val,EUR__F
6,HG01514,val,EUR__F
6,HG01677,val,EUR__F
6,NA11918,val,EUR__F
6,NA07037,val,EUR__F
6,HG01528,val,EUR__F
6,HG00263,val,EUR__F
6,HG00133,val,EUR__F
6,NA12046,val,EUR__F
6,NA12283,val,EUR__F
6,HG01605,val,EUR__F
6,NA12234,val,EUR__F
6,NA20587,val,EUR__F
6,NA12813,val,EUR__F
6,NA07345,val,EUR__F
6,HG00235,val,EUR__F
6,HG00266,val,EUR__F
6,NA20802,val,EUR__F
6,NA11931,val,EUR__F
6,HG00327,val,EUR__F
6,HG00268,val,EUR__F
6,NA20807,val,EUR__F
6,NA20764,val,EUR__F
6,NA20507,val,EUR__F
6,NA10859,val,EUR__F
6,HG01772,val,EUR__F
6,NA20766,val,EUR__F
6,HG02223,val,EUR__F
6,NA10840,val,EUR__F
6,HG02237,val,EUR__F
6,HG02222,val,EUR__F
6,HG00130,val,EUR__F
6,HG00326,val,EUR__F
6,NA20522,val,EUR__F
6,HG00253,val,EUR__F
6,NA12336,val,EUR__F
6,NA10863,val,EUR__F
6,NA07014,val,EUR__F
6,HG00100,val,EUR__F
6,NA20775,val,EUR__F
6,HG00323,val,EUR__F
6,NA20505,val,EUR__F
6,NA12718,val,EUR__F
6,NA12249,val,EUR__F
6,HG00120,val,EUR__F
6,HG01620,val,EUR__F
6,HG01770,val,EUR__F
6,NA10839,val,EUR__F
6,HG00178,test,EUR__F
6,HG00334,test,EUR__F
6,HG00373,test,EUR__F
6,NA12843,test,EUR__F
6,NA20517,test,EUR__F
6,NA11892,test,EUR__F
6,NA11933,test,EUR__F
6,HG00123,test,EUR__F
6,NA10852,test,EUR__F
6,HG02232,test,EUR__F
6,NA12376,test,EUR__F
6,HG00179,test,EUR__F
6,NA12749,test,EUR__F
6,HG01673,test,EUR__F
6,NA20769,test,EUR__F
6,HG02220,test,EUR__F
6,HG00379,test,EUR__F
6,NA20531,test,EUR__F
6,HG01762,test,EUR__F
6,HG01685,test,EUR__F
6,HG02225,test,EUR__F
6,NA20786,test,EUR__F
6,NA07056,test,EUR__F
6,HG00328,test,EUR__F
6,NA06997,test,EUR__F
6,NA20797,test,EUR__F
6,HG00259,test,EUR__F
6,HG00106,test,EUR__F
6,HG00330,test,EUR__F
6,NA12383,test,EUR__F
6,NA12763,test,EUR__F
6,NA12890,test,EUR__F
6,NA20533,test,EUR__F
6,NA20818,test,EUR__F
6,HG00236,test,EUR__F
6,NA12057,test,EUR__F
6,HG01507,test,EUR__F
6,HG01755,test,EUR__F
6,HG00132,test,EUR__F
6,NA12239,test,EUR__F
6,HG00121,test,EUR__F
6,NA12751,test,EUR__F
6,NA11920,test,EUR__F
6,NA12348,test,EUR__F
6,NA07346,test,EUR__F
6,NA12341,test,EUR__F
6,HG01504,test,EUR__F
6,HG00304,test,EUR__F
6,NA12287,test,EUR__F
6,HG01522,test,EUR__F
6,NA19083,train,EAS__M
6,NA18609,train,EAS__M
6,HG02407,train,EAS__M
6,HG02070,train,EAS__M
6,NA19089,train,EAS__M
6,NA18623,train,EAS__M
6,NA19082,train,EAS__M
6,NA18967,train,EAS__M
6,NA18740,train,EAS__M
6,NA19076,train,EAS__M
6,HG02391,train,EAS__M
6,NA18986,train,EAS__M
6,HG00465,train,EAS__M
6,HG02088,train,EAS__M
6,HG02067,train,EAS__M
6,HG00427,train,EAS__M
6,HG00583,train,EAS__M
6,NA18988,train,EAS__M
6,NA18966,train,EAS__M
6,HG02385,train,EAS__M
6,HG00535,train,EAS__M
6,NA18970,train,EAS__M
6,NA19067,train,EAS__M
6,HG02023,train,EAS__M
6,NA19091,train,EAS__M
6,HG00692,train,EAS__M
6,NA18990,train,EAS__M
6,HG00706,train,EAS__M
6,HG02029,train,EAS__M
6,HG00627,train,EAS__M
6,NA18960,train,EAS__M
6,HG02373,train,EAS__M
6,HG01867,train,EAS__M
6,HG00592,train,EAS__M
6,NA18982,train,EAS__M
6,HG00709,train,EAS__M
6,HG01596,train,EAS__M
6,HG02360,train,EAS__M
6,NA18636,train,EAS__M
6,HG01860,train,EAS__M
6,HG00475,train,EAS__M
6,HG02380,train,EAS__M
6,HG00532,train,EAS__M
6,HG00478,train,EAS__M
6,HG02374,train,EAS__M
6,NA18757,train,EAS__M
6,NA18647,train,EAS__M
6,HG00533,train,EAS__M
6,NA18940,train,EAS__M
6,HG01811,train,EAS__M
6,HG00409,train,EAS__M
6,NA18952,train,EAS__M
6,HG02367,train,EAS__M
6,NA18530,train,EAS__M
6,HG02082,train,EAS__M
6,HG00480,train,EAS__M
6,NA18948,train,EAS__M
6,HG01031,train,EAS__M
6,NA18624,train,EAS__M
6,HG02135,train,EAS__M
6,NA18985,train,EAS__M
6,HG02050,train,EAS__M
6,HG00594,train,EAS__M
6,HG02074,train,EAS__M
6,HG02521,train,EAS__M
6,HG00418,train,EAS__M
6,NA18974,train,EAS__M
6,HG02402,train,EAS__M
6,HG00622,train,EAS__M
6,HG00621,train,EAS__M
6,NA18637,train,EAS__M
6,NA18944,train,EAS__M
6,HG02083,train,EAS__M
6,HG00656,train,EAS__M
6,HG02384,train,EAS__M
6,NA18563,train,EAS__M
6,NA18638,train,EAS__M
6,HG00500,train,EAS__M
6,HG00658,train,EAS__M
6,HG02371,train,EAS__M
